usp_category,usp_class,usp_drug,drug_name,drug_id
Antineoplastics,Molecular Target Inhibitors,crizotinib,crizotinib,D09731
Antineoplastics,Molecular Target Inhibitors,bosutinib,bosutinib,D03252
Antineoplastics,Molecular Target Inhibitors,bosutinib,bosutinib hydrate,D09728
Antineoplastics,Molecular Target Inhibitors,dasatinib,dasatinib,D03658
Antineoplastics,Molecular Target Inhibitors,dasatinib,dasatinib,D06414
Antineoplastics,Molecular Target Inhibitors,imatinib,imatinib,D08066
Antineoplastics,Molecular Target Inhibitors,imatinib,imatinib mesylate,D01441
Antineoplastics,Molecular Target Inhibitors,nilotinib,nilotinib,D08953
Antineoplastics,Molecular Target Inhibitors,nilotinib,nilotinib hydrochloride hydrate,D06413
Antineoplastics,Molecular Target Inhibitors,ponatinib,ponatinib,D09950
Antineoplastics,Molecular Target Inhibitors,ponatinib,ponatinib hydrochloride,D09951
Antineoplastics,Molecular Target Inhibitors,lapatinib,lapatinib,D08108
Antineoplastics,Molecular Target Inhibitors,lapatinib,lapatinib ditosylate,D04024
Antineoplastics,Molecular Target Inhibitors,axitinib,axitinib,D03218
Antineoplastics,Molecular Target Inhibitors,cabozantinib,cabozantinib,D10062
Antineoplastics,Molecular Target Inhibitors,cabozantinib,cabozantinib s-malate,D10095
Antineoplastics,Molecular Target Inhibitors,pazopanib,pazopanib hydrochloride,D05380
Antineoplastics,Molecular Target Inhibitors,regorafenib,regorafenib,D10138
Antineoplastics,Molecular Target Inhibitors,regorafenib,regorafenib hydrate,D10137
Antineoplastics,Molecular Target Inhibitors,sorafenib,sorafenib,D08524
Antineoplastics,Molecular Target Inhibitors,sorafenib,sorafenib tosylate,D06272
Antineoplastics,Molecular Target Inhibitors,sunitinib,sunitinib,D08552
Antineoplastics,Molecular Target Inhibitors,sunitinib,sunitinib malate,D06402
Antineoplastics,Monoclonal Antibodies,rituximab,rituximab,D02994
Antineoplastics,Monoclonal Antibodies,ofatumumab,ofatumumab,D09314
Antineoplastics,Retinoids,alitretinoin,alitretinoin,D02815
Antineoplastics,Retinoids,bexarotene,bexarotene,D03106
Antineoplastics,Retinoids,tretinoin,tretinoin,D00094
Antineoplastics,Retinoids,tretinoin,tretinoin tocoferil,D01516
Antineoplastics,"Antineoplastics, Other",fludarabine,fludarabine,D07966
Antineoplastics,"Antineoplastics, Other",fludarabine,fludarabine phosphate,D01907
Antineoplastics,"Antineoplastics, Other",leucovorin,folinic acid,D07986
Antineoplastics,"Antineoplastics, Other",leucovorin,leucovorin calcium,D01211
Antineoplastics,"Antineoplastics, Other",leucovorin,folinic acid calcium salt pentahydrate,D07987
Antineoplastics,"Antineoplastics, Other",mitoxantrone,mitoxantrone,D08224
Antineoplastics,"Antineoplastics, Other",mitoxantrone,mitoxantrone hydrochloride,D02166
Antineoplastics,"Antineoplastics, Other",vorinostat,vorinostat,D06320
Antiparasitics,Anthelmintics,albendazole,albendazole,D00134
Antiparasitics,Anthelmintics,albendazole,albendazole oxide,D07106
Antiparasitics,Anthelmintics,ivermectin,ivermectin,D00804
Antiparasitics,Anthelmintics,mebendazole,mebendazole,D00368
Antiparasitics,Anthelmintics,praziquantel,praziquantel,D00471
Antiparasitics,Antiprotozoals,artemether and lumefantrine,artemether - lumefantrine mixt,D02484
Antiparasitics,Antiprotozoals,atovaquone and proguanil hydrochloride,atovaquone - proguanil hydrochloride mixt,D02472
Antiparasitics,Antiprotozoals,chloroquine,chloroquine,D02366
Antiparasitics,Antiprotozoals,chloroquine,chloroquine phosphate,D02125
Antiparasitics,Antiprotozoals,chloroquine,chloroquine hydrochloride,D03469
Antiparasitics,Antiprotozoals,chloroquine,chloroquine sulfate,D07680
Antiparasitics,Antiprotozoals,hydroxychloroquine,hydroxychloroquine,D08050
Antiparasitics,Antiprotozoals,hydroxychloroquine,hydroxychloroquine sulfate,D02114
Antiparasitics,Antiprotozoals,mefloquine,mefloquine,D04895
Antiparasitics,Antiprotozoals,mefloquine,mefloquine hydrochloride,D00831
Antiparasitics,Antiprotozoals,primaquine,primaquine,D08420
Antiparasitics,Antiprotozoals,primaquine,primaquine phosphate,D02126
Antiparasitics,Antiprotozoals,pyrimethamine,pyrimethamine,D00488
Antiparasitics,Antiprotozoals,pyrimethamine,pyrimethamine - sulfadoxine mixt,D02448
Antiparasitics,Antiprotozoals,quinine,quinine,D08460
Antiparasitics,Antiprotozoals,quinine,quinine ethylcarbonate,D01663
Antiparasitics,Antiprotozoals,quinine,quinine hydrochloride hydrate,D02261
Antiparasitics,Antiprotozoals,quinine,quinine sulfate,D02262
Antiparasitics,Antiprotozoals,quinine,quinine ascorbate,D05681
Antiparasitics,Antiprotozoals,quinine,quinine dihydrochloride,D08461
Antiparasitics,Antiprotozoals,atovaquone,atovaquone,D00236
Antiparasitics,Antiprotozoals,nitazoxanide,nitazoxanide,D02486
Antiparasitics,Antiprotozoals,pentamidine,pentamidine,D08333
Antiparasitics,Antiprotozoals,pentamidine,pentamidine isethionate,D00834
Antiparasitics,Pediculicides/Scabicides,benzyl alcohol,benzyl alcohol,D00077
Antiparasitics,Pediculicides/Scabicides,crotamiton,crotamiton,D01381
Antiparasitics,Pediculicides/Scabicides,lindane,lindane,D00360
Antiparasitics,Pediculicides/Scabicides,malathion,malathion,D00534
Antiparasitics,Pediculicides/Scabicides,permethrin,permethrin,D05443
Antiparasitics,Pediculicides/Scabicides,spinosad,spinosad,D09384
Antiparkinson Agents,Anticholinergics,benztropine,benzatropine,D07511
Antiparkinson Agents,Anticholinergics,benztropine,benztropine mesylate,D00778
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine,D00300
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine hydrochloride,D00669
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine salicylate,D02419
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine tannate,D03285
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine laurylsulfate,D03360
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine citrate,D03854
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,trihexyphenidyl,D08638
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,trihexyphenidyl hydrochloride,D00787
Antiparkinson Agents,Dopamine Agonists,apomorphine,apomorphine,D07460
Antiparkinson Agents,Dopamine Agonists,apomorphine,apomorphine hydrochloride,D02004
Antiparkinson Agents,Dopamine Agonists,bromocriptine,bromocriptine,D03165
Antiparkinson Agents,Dopamine Agonists,bromocriptine,bromocriptine mesylate,D00780
Antiparkinson Agents,Dopamine Agonists,pramipexole,pramipexole,D05575
Antiparkinson Agents,Dopamine Agonists,pramipexole,pramipexole hydrochloride,D00559
Antiparkinson Agents,Dopamine Agonists,ropinirole,ropinirole,D08489
Antiparkinson Agents,Dopamine Agonists,ropinirole,ropinirole hydrochloride,D00784
Antiparkinson Agents,Dopamine Agonists,rotigotine,rotigotine,D05768
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,carbidopa,carbidopa,D00558
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,carbidopa and levodopa,carbidopa hydrate - levodopa mixt,D00253
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,rasagiline,D08469
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,rasagiline mesylate,D02562
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,selegiline,selegiline,D03731
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,selegiline,selegiline hydrochloride,D00785
Antiparkinson Agents,"Antiparkinson Agents, Other",entacapone,entacapone,D00781
Antiparkinson Agents,"Antiparkinson Agents, Other",tolcapone,tolcapone,D00786
Antiparkinson Agents,"Antiparkinson Agents, Other",amantadine,amantadine,D07441
Antiparkinson Agents,"Antiparkinson Agents, Other",amantadine,amantadine hydrochloride,D00777
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine,D00270
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine hydrochloride,D00789
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine hibenzate,D03274
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine phenolphthalinate,D04034
Antipsychotics,1st Generation/Typical,chlorpromazine,chlorpromazine tannate,D09819
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine,D07977
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine hydrochloride,D00791
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine enanthate,D00792
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine decanoate,D00793
Antipsychotics,1st Generation/Typical,fluphenazine,fluphenazine maleate,D02163
Antipsychotics,1st Generation/Typical,haloperidol,haloperidol,D00136
Antipsychotics,1st Generation/Typical,haloperidol,haloperidol decanoate,D01898
Antipsychotics,1st Generation/Typical,haloperidol,haloperidol lactate,D08035
Antipsychotics,1st Generation/Typical,loxapine,loxapine,D02340
Antipsychotics,1st Generation/Typical,loxapine,loxapine succinate,D00794
Antipsychotics,1st Generation/Typical,loxapine,loxapine hydrochloride,D08148
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine,D00503
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine maleate,D02037
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine fendizoate,D04038
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine hydrochloride,D04965
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine decanoate,D08341
Antipsychotics,1st Generation/Typical,perphenazine,perphenazine enantate,D08342
Antipsychotics,1st Generation/Typical,pimozide,pimozide,D00560
Antipsychotics,1st Generation/Typical,prochlorperazine,prochlorperazine,D00493
Antipsychotics,1st Generation/Typical,prochlorperazine,prochlorperazine maleate,D00479
Antipsychotics,1st Generation/Typical,prochlorperazine,prochlorperazine mesilate,D02022
Antipsychotics,1st Generation/Typical,prochlorperazine,prochlorperazine edisylate,D02609
Antipsychotics,1st Generation/Typical,thioridazine,thioridazine,D00373
Antipsychotics,1st Generation/Typical,thioridazine,thioridazine hydrochloride,D00798
Antipsychotics,1st Generation/Typical,thiothixene,thiothixene,D00374
Antipsychotics,1st Generation/Typical,thiothixene,thiothixene hydrochloride,D02612
Antipsychotics,1st Generation/Typical,trifluoperazine,trifluoperazine,D08636
Antipsychotics,1st Generation/Typical,trifluoperazine,trifluoperazine hydrochloride,D00799
Antipsychotics,1st Generation/Typical,trifluoperazine,trifluoperazine maleate,D01448
Antipsychotics,2nd Generation/Atypical,aripiprazole,aripiprazole,D01164
Antipsychotics,2nd Generation/Atypical,aripiprazole,aripiprazole cavoxil,D10355
Antipsychotics,2nd Generation/Atypical,aripiprazole,aripiprazole lauroxil,D10364
Antipsychotics,2nd Generation/Atypical,aripiprazole,aripiprazole hydrate,D10516
Antipsychotics,2nd Generation/Atypical,asenapine,asenapine maleate,D02995
Antipsychotics,2nd Generation/Atypical,iloperidone,iloperidone,D02666
Antipsychotics,2nd Generation/Atypical,lurasidone,lurasidone hydrochloride,D04820
Antipsychotics,2nd Generation/Atypical,olanzapine,olanzapine,D00454
Antipsychotics,2nd Generation/Atypical,olanzapine,olanzapine pamoate,D06623
Antipsychotics,2nd Generation/Atypical,quetiapine,quetiapine,D08456
Antipsychotics,2nd Generation/Atypical,quetiapine,quetiapine fumarate,D00458
Antipsychotics,2nd Generation/Atypical,paliperidone,paliperidone,D05339
Antipsychotics,2nd Generation/Atypical,paliperidone,paliperidone palmitate,D05340
Antipsychotics,2nd Generation/Atypical,risperidone,risperidone,D00426
Antipsychotics,2nd Generation/Atypical,ziprasidone,ziprasidone,D08687
Antipsychotics,2nd Generation/Atypical,ziprasidone,ziprasidone hydrochloride,D01939
Antipsychotics,2nd Generation/Atypical,ziprasidone,ziprasidone mesylate,D02100
Antipsychotics,Treatment-Resistant,clozapine,clozapine,D00283
Antivirals,Anti-cytomegalovirus (CMV) Agents,cidofovir,cidofovir,D00273
Antivirals,Anti-cytomegalovirus (CMV) Agents,foscarnet,foscarnet sodium,D00579
Antivirals,Anti-cytomegalovirus (CMV) Agents,foscarnet,foscarnet sodium hydrate,D02267
Antivirals,Anti-cytomegalovirus (CMV) Agents,ganciclovir,ganciclovir,D00333
Antivirals,Anti-cytomegalovirus (CMV) Agents,ganciclovir,ganciclovir sodium,D04301
Antivirals,Anti-cytomegalovirus (CMV) Agents,valganciclovir,valganciclovir,D02495
Antivirals,Anti-cytomegalovirus (CMV) Agents,valganciclovir,valganciclovir hydrochloride,D03256
Antivirals,Anti-hepatitis B (HBV) Agents,adefovir,adefovir,D02768
Antivirals,Anti-hepatitis B (HBV) Agents,adefovir,adefovir dipivoxil,D01655
Antivirals,Anti-hepatitis B (HBV) Agents,entecavir,entecavir,D07896
Antivirals,Anti-hepatitis B (HBV) Agents,entecavir,entecavir,D04008
Antivirals,Anti-hepatitis B (HBV) Agents,lamivudine,lamivudine,D00353
Antivirals,Anti-hepatitis B (HBV) Agents,ribavirin,ribavirin,D00423
Antivirals,Anti-hepatitis B (HBV) Agents,telbivudine,telbivudine,D06675
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,tenofovir,D06074
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,tenofovir disoproxil fumarate,D01982
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,tenofovir alafenamide,D10428
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,tenofovir alafenamide fumarate,D10605
Antivirals,Anti-hepatitis B (HBV) Agents,"interferon alfa-2b, recombinant",interferon alfa-2b,D02745
Antivirals,Anti-hepatitis B (HBV) Agents,interferon alfa-n3,interferon alfa-n3,D04553
Antivirals,Anti-hepatitis B (HBV) Agents,peginterferon alfa-2a,peginterferon alfa-2a,D02747
Antivirals,Anti-hepatitis B (HBV) Agents,peginterferon alfa-2b,peginterferon alfa-2b,D02748
Antivirals,Anti-hepatitis C (HCV) Agents,ribavirin,ribavirin,D00423
Antivirals,Anti-hepatitis C (HCV) Agents,"interferon alfa-2b, recombinant",interferon alfa-2b,D02745
Antivirals,Anti-hepatitis C (HCV) Agents,interferon alfa-n3,interferon alfa-n3,D04553
Antivirals,Anti-hepatitis C (HCV) Agents,interferon alfacon-1,interferon alfacon-1,D02744
Antivirals,Anti-hepatitis C (HCV) Agents,peginterferon alfa-2a,peginterferon alfa-2a,D02747
Antivirals,Anti-hepatitis C (HCV) Agents,peginterferon alfa-2b,peginterferon alfa-2b,D02748
Antivirals,Anti-hepatitis C (HCV) Agents,boceprevir,boceprevir,D08876
Antivirals,Anti-hepatitis C (HCV) Agents,simeprevir,simeprevir,D10081
Antivirals,Anti-hepatitis C (HCV) Agents,simeprevir,simeprevir sodium,D10469
Antivirals,Anti-hepatitis C (HCV) Agents,telaprevir,telaprevir,D09012
Antivirals,Anti-hepatitis C (HCV) Agents,sofosbuvir,sofosbuvir,D10366
Antivirals,Antiherpetic Agents,acyclovir,acyclovir,D00222
Antivirals,Antiherpetic Agents,acyclovir,acyclovir sodium,D02764
Antivirals,Antiherpetic Agents,famciclovir,famciclovir,D00317
Antivirals,Antiherpetic Agents,foscarnet,foscarnet sodium,D00579
Antivirals,Antiherpetic Agents,foscarnet,foscarnet sodium hydrate,D02267
Antivirals,Antiherpetic Agents,idoxuridine,idoxuridine,D00342
Antivirals,Antiherpetic Agents,trifluridine,trifluridine,D00391
Antivirals,Antiherpetic Agents,penciclovir,penciclovir,D05407
Antivirals,Antiherpetic Agents,penciclovir,penciclovir sodium,D02124
Antivirals,Antiherpetic Agents,valacyclovir,valaciclovir,D08664
Antivirals,Antiherpetic Agents,valacyclovir,valacyclovir hydrochloride,D00398
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",delavirdine,delavirdine,D07782
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",delavirdine,delavirdine mesylate,D00895
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",efavirenz,efavirenz,D00896
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",etravirine,etravirine,D04112
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",nevirapine,nevirapine,D00435
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",rilpivirine,rilpivirine,D09720
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",rilpivirine,rilpivirine hydrochloride,D09958
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,abacavir,D07057
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,abacavir sulfate,D00891
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,abacavir succinate,D02734
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir and lamivudine,abacavir sulfate - lamivudine mixt,D08775
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",didanosine,didanosine,D00296
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",emtricitabine,emtricitabine,D01199
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",emtricitabine and tenofovir,emtricitabine - tenofovir disoproxil mixt,D02297
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",lamivudine,lamivudine,D00353
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",lamivudine and zidovudine,zidovudine - lamivudine mixt,D07507
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",stavudine,stavudine,D00445
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,tenofovir,D06074
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,tenofovir disoproxil fumarate,D01982
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,tenofovir alafenamide,D10428
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,tenofovir alafenamide fumarate,D10605
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",zidovudine,zidovudine,D00413
Antivirals,"Anti-HIV Agents, Protease Inhibitors",atazanavir,atazanavir,D07471
Antivirals,"Anti-HIV Agents, Protease Inhibitors",atazanavir,atazanavir sulfate,D01276
Antivirals,"Anti-HIV Agents, Protease Inhibitors",darunavir,darunavir,D03656
Antivirals,"Anti-HIV Agents, Protease Inhibitors",darunavir,darunavir ethanolate,D06478
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,fosamprenavir,D02497
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,fosamprenavir calcium hydrate,D02867
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,fosamprenavir calcium,D03835
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,fosamprenavir sodium,D03837
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,indinavir,D03833
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,indinavir sulfate,D00897
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,indinavir sulfate ethanolate,D02861
Antivirals,"Anti-HIV Agents, Protease Inhibitors",lopinavir and ritonavir,lopinavir mixture with ritonavir,D02498
Antivirals,"Anti-HIV Agents, Protease Inhibitors",nelfinavir,nelfinavir,D08259
Antivirals,"Anti-HIV Agents, Protease Inhibitors",nelfinavir,nelfinavir mesylate,D00899
Antivirals,"Anti-HIV Agents, Protease Inhibitors",ritonavir,ritonavir,D00427
Antivirals,"Anti-HIV Agents, Protease Inhibitors",saquinavir,saquinavir,D00429
Antivirals,"Anti-HIV Agents, Protease Inhibitors",saquinavir,saquinavir mesylate,D01160
Antivirals,"Anti-HIV Agents, Protease Inhibitors",tipranavir,tipranavir,D08605
Antivirals,"Anti-HIV Agents, Protease Inhibitors",tipranavir,tipranavir disodium,D03843
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",dolutegravir,dolutegravir,D10066
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",dolutegravir,dolutegravir sodium,D10113
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",raltegravir,raltegravir,D06676
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",raltegravir,raltegravir potassium,D07133
Antivirals,"Anti-HIV Agents, Other",enfuvirtide,enfuvirtide,D02499
Antivirals,"Anti-HIV Agents, Other",maraviroc,maraviroc,D06670
Antivirals,"Anti-HIV Agents, Other",raltegravir,raltegravir,D06676
Antivirals,"Anti-HIV Agents, Other",raltegravir,raltegravir potassium,D07133
Antivirals,Anti-influenza Agents,amantadine,amantadine,D07441
Antivirals,Anti-influenza Agents,amantadine,amantadine hydrochloride,D00777
Antivirals,Anti-influenza Agents,oseltamivir,oseltamivir,D08306
Antivirals,Anti-influenza Agents,oseltamivir,oseltamivir phosphate,D00900
Antivirals,Anti-influenza Agents,rimantadine,rimantadine,D08483
Antivirals,Anti-influenza Agents,rimantadine,rimantadine hydrochloride,D00901
Antivirals,Anti-influenza Agents,zanamivir,zanamivir,D00902
Antivirals,Anti-influenza Agents,zanamivir,zanamivir hydrate,D01937
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,duloxetine,D07880
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,duloxetine hydrochloride,D01179
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,escitalopram,D07913
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,escitalopram oxalate,D02567
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine,D02362
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine hydrochloride hydrate,D02260
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine hydrochloride,D05374
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine mesylate,D05375
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,sertraline,D02360
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,sertraline hydrochloride,D00825
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,venlafaxine,D08670
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,venlafaxine hydrochloride,D00821
Anxiolytics,Benzodiazepines,alprazolam,alprazolam,D00225
Anxiolytics,Benzodiazepines,chlordiazepoxide,chlordiazepoxide,D00267
Anxiolytics,Benzodiazepines,chlordiazepoxide,chlordiazepoxide hydrochloride,D00693
Anxiolytics,Benzodiazepines,clonazepam,clonazepam,D00280
Anxiolytics,Benzodiazepines,clorazepate,clorazepate dipotassium,D00694
Anxiolytics,Benzodiazepines,clorazepate,clorazepate monopotassium,D03562
Anxiolytics,Benzodiazepines,diazepam,diazepam,D00293
Anxiolytics,Benzodiazepines,lorazepam,lorazepam,D00365
Anxiolytics,Benzodiazepines,oxazepam,oxazepam,D00464
Anxiolytics,"Anxiolytics, Other",buspirone,buspirone,D07593
Anxiolytics,"Anxiolytics, Other",buspirone,buspirone hydrochloride,D00702
Anxiolytics,"Anxiolytics, Other",doxepin,doxepin,D07875
Anxiolytics,"Anxiolytics, Other",doxepin,doxepin hydrochloride,D00814
Anxiolytics,"Anxiolytics, Other",hydroxyzine,hydroxyzine,D08054
Anxiolytics,"Anxiolytics, Other",hydroxyzine,hydroxyzine hydrochloride,D00672
Anxiolytics,"Anxiolytics, Other",hydroxyzine,hydroxyzine pamoate,D01096
Anxiolytics,"Anxiolytics, Other",meprobamate,meprobamate,D00376
Bipolar Agents,Mood Stabilizers,carbamazepine,carbamazepine,D00252
Bipolar Agents,Mood Stabilizers,divalproex,divalproex sodium,D00304
Bipolar Agents,Mood Stabilizers,lamotrigine,lamotrigine,D00354
Bipolar Agents,Mood Stabilizers,lithium,lithium,D08133
Bipolar Agents,Mood Stabilizers,lithium,lithium carbonate,D00801
Bipolar Agents,Mood Stabilizers,lithium,lithium citrate,D04749
Bipolar Agents,Mood Stabilizers,lithium,lithium hydroxide,D04750
Bipolar Agents,Mood Stabilizers,lithium,lithium acetate,D08134
Bipolar Agents,Mood Stabilizers,lithium,lithium bromide,D08135
Bipolar Agents,Mood Stabilizers,lithium,lithium gluconate,D08136
Bipolar Agents,Mood Stabilizers,lithium,lithium sulfate,D08137
Bipolar Agents,Mood Stabilizers,valproate,valproic acid,D00399
Bipolar Agents,Mood Stabilizers,valproate,divalproex sodium,D00304
Bipolar Agents,Mood Stabilizers,valproate,valproate sodium,D00710
Bipolar Agents,Mood Stabilizers,valproate,calcium valproate,D08667
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,aripiprazole,D01164
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,aripiprazole cavoxil,D10355
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,aripiprazole lauroxil,D10364
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,aripiprazole hydrate,D10516
Bipolar Agents,"Bipolar Agents, Other",asenapine,asenapine maleate,D02995
Bipolar Agents,"Bipolar Agents, Other",olanzapine,olanzapine,D00454
Bipolar Agents,"Bipolar Agents, Other",olanzapine,olanzapine pamoate,D06623
Bipolar Agents,"Bipolar Agents, Other",quetiapine,quetiapine,D08456
Bipolar Agents,"Bipolar Agents, Other",quetiapine,quetiapine fumarate,D00458
Bipolar Agents,"Bipolar Agents, Other",risperidone,risperidone,D00426
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,ziprasidone,D08687
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,ziprasidone hydrochloride,D01939
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,ziprasidone mesylate,D02100
Blood Glucose Regulators,Antidiabetic Agents,acarbose,acarbose,D00216
Blood Glucose Regulators,Antidiabetic Agents,miglitol,miglitol,D00625
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,pramlintide,D05594
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,pramlintide acetate,D05595
